Names,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Average Stats,Type Combination,Atk-Def Ratio,Rank,Image_URL
Primarina,Water,Fairy,530,80,74,74,126,116,60,88.33333333,Water-Fairy,1,235,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png
Pikipek,Normal,Flying,265,35,75,30,30,30,65,44.16666667,Normal-Flying,2.5,1109,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png
Trumbeak,Normal,Flying,355,55,85,50,40,50,75,59.16666667,Normal-Flying,1.7,838,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png
Toucannon,Normal,Flying,485,80,120,75,75,75,60,80.83333333,Normal-Flying,1.6,479,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png
Yungoos,Normal,null,253,48,70,30,30,30,45,42.16666667,Normal,2.333333333,1128,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png
Gumshoos,Normal,null,418,88,110,60,55,60,45,69.66666667,Normal,1.833333333,718,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png
Grubbin,Bug,null,300,47,62,45,55,45,46,50,Bug,1.377777778,1012,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png
Charjabug,Bug,Electric,400,57,82,95,55,75,36,66.66666667,Bug-Electric,0.863157895,778,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png
Vikavolt,Bug,Electric,500,77,70,90,145,75,43,83.33333333,Bug-Electric,0.777777778,365,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png
Crabrawler,Fighting,null,338,47,82,57,42,47,63,56.33333333,Fighting,1.438596491,877,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png
Crabominable,Fighting,Ice,478,97,132,77,62,67,43,79.66666667,Fighting-Ice,1.714285714,537,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png
Oricorio  Baile  Style,Fire,Flying,476,75,70,70,98,70,93,79.33333333,Fire-Flying,1,540,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png
Oricorio  Pom- Pom  Style,Electric,Flying,476,75,70,70,98,70,93,79.33333333,Electric-Flying,1,540,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png
Oricorio  Pa'u  Style,Psychic,Flying,476,75,70,70,98,70,93,79.33333333,Psychic-Flying,1,540,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png
Oricorio  Sensu  Style,Ghost,Flying,476,75,70,70,98,70,93,79.33333333,Ghost-Flying,1,540,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png
Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,50.66666667,Bug-Fairy,1.125,1004,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png
Ribombee,Bug,Fairy,464,60,55,60,95,70,124,77.33333333,Bug-Fairy,0.916666667,594,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png
Rockruff,Rock,null,280,45,65,40,30,40,60,46.66666667,Rock,1.625,1075,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png
Rockruff  Own  Tempo  Rockruff,Rock,null,280,45,65,40,30,40,60,46.66666667,Rock,1.625,1075,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png
Lycanroc  Midday  Form,Rock,null,487,75,115,65,55,65,112,81.16666667,Rock,1.769230769,473,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png
Lycanroc  Midnight  Form,Rock,null,487,85,115,75,55,75,82,81.16666667,Rock,1.533333333,473,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png
Lycanroc  Dusk  Form,Rock,null,487,75,117,65,55,65,110,81.16666667,Rock,1.8,473,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png
Wishiwashi  Solo  Form,Water,null,175,45,20,20,25,25,40,29.16666667,Water,1,1194,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png
Wishiwashi  School  Form,Water,null,620,45,140,130,140,135,30,103.3333333,Water,1.076923077,64,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png
Mareanie,Poison,Water,305,50,53,62,43,52,45,50.83333333,Poison-Water,0.85483871,988,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png
Toxapex,Poison,Water,495,50,63,152,53,142,35,82.5,Poison-Water,0.414473684,408,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png
Mudbray,Ground,null,385,70,100,70,45,55,45,64.16666667,Ground,1.428571429,799,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png
Mudsdale,Ground,null,500,100,125,100,55,85,35,83.33333333,Ground,1.25,365,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png
Dewpider,Water,Bug,269,38,40,52,40,72,27,44.83333333,Water-Bug,0.769230769,1106,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png
Araquanid,Water,Bug,454,68,70,92,50,132,42,75.66666667,Water-Bug,0.760869565,630,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png
Fomantis,Grass,null,250,40,55,35,50,35,35,41.66666667,Grass,1.571428571,1132,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png
Lurantis,Grass,null,480,70,105,90,80,90,45,80,Grass,1.166666667,512,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png
Morelull,Grass,Fairy,285,40,35,55,65,75,15,47.5,Grass-Fairy,0.636363636,1069,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png
Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,67.5,Grass-Fairy,0.5625,750,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png
Salandit,Poison,Fire,320,48,44,40,71,40,77,53.33333333,Poison-Fire,1.1,926,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png
Salazzle,Poison,Fire,480,68,64,60,111,60,117,80,Poison-Fire,1.066666667,512,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png
Stufful,Normal,Fighting,340,70,75,50,45,50,50,56.66666667,Normal-Fighting,1.5,867,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png
Bewear,Normal,Fighting,500,120,125,80,55,60,60,83.33333333,Normal-Fighting,1.5625,365,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png
Bounsweet,Grass,null,210,42,30,38,30,38,32,35,Grass,0.789473684,1169,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png
Steenee,Grass,null,290,52,40,48,40,48,62,48.33333333,Grass,0.833333333,1052,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png
Tsareena,Grass,null,510,72,120,98,50,98,72,85,Grass,1.224489796,320,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png
Comfey,Fairy,null,485,51,52,90,82,110,100,80.83333333,Fairy,0.577777778,479,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png
Oranguru,Normal,Psychic,490,90,60,80,90,110,60,81.66666667,Normal-Psychic,0.75,434,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png
Passimian,Fighting,null,490,100,120,90,40,60,80,81.66666667,Fighting,1.333333333,434,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png
Wimpod,Bug,Water,230,25,35,40,20,30,80,38.33333333,Bug-Water,0.875,1158,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png
Golisopod,Bug,Water,530,75,125,140,60,90,40,88.33333333,Bug-Water,0.892857143,235,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png
Sandygast,Ghost,Ground,320,55,55,80,70,45,15,53.33333333,Ghost-Ground,0.6875,926,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png
Palossand,Ghost,Ground,480,85,75,110,100,75,35,80,Ghost-Ground,0.681818182,512,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png
Pyukumuku,Water,null,410,55,60,130,30,130,5,68.33333333,Water,0.461538462,733,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png
Type:  Null,Normal,null,534,95,95,95,95,95,59,89,Normal,1,228,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png
Silvally,Normal,null,570,95,95,95,95,95,95,95,Normal,1,160,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png
Minior  Meteor  Form,Rock,Flying,440,60,60,100,60,100,60,73.33333333,Rock-Flying,0.6,652,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png
Minior  Core  Form,Rock,Flying,500,60,100,60,100,60,120,83.33333333,Rock-Flying,1.666666667,365,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png
Komala,Normal,null,480,65,115,65,75,95,65,80,Normal,1.769230769,512,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png
Turtonator,Fire,Dragon,485,60,78,135,91,85,36,80.83333333,Fire-Dragon,0.577777778,479,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png
Togedemaru,Electric,Steel,435,65,98,63,40,73,96,72.5,Electric-Steel,1.555555556,666,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png
Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,79.33333333,Ghost-Fairy,1.125,540,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png
Bruxish,Water,Psychic,475,68,105,70,70,70,92,79.16666667,Water-Psychic,1.5,545,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png
Drampa,Normal,Dragon,485,78,60,85,135,91,36,80.83333333,Normal-Dragon,0.705882353,479,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png
Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,86.16666667,Ghost-Grass,1.31,307,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png
Jangmo-o,Dragon,null,300,45,55,65,45,45,45,50,Dragon,0.846153846,1012,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png
Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,70,Dragon-Fighting,0.833333333,697,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png
Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,100,Dragon-Fighting,0.88,70,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png
Tapu  Koko,Electric,Fairy,570,70,115,85,95,75,130,95,Electric-Fairy,1.352941176,160,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png
Tapu  Lele,Psychic,Fairy,570,70,85,75,130,115,95,95,Psychic-Fairy,1.133333333,160,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png
Tapu  Bulu,Grass,Fairy,570,70,130,115,85,95,75,95,Grass-Fairy,1.130434783,160,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png
Tapu  Fini,Water,Fairy,570,70,75,115,95,130,85,95,Water-Fairy,0.652173913,160,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png
Cosmog,Psychic,null,200,43,29,31,29,31,37,33.33333333,Psychic,0.935483871,1181,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png
Cosmoem,Psychic,null,400,43,29,131,29,131,37,66.66666667,Psychic,0.221374046,778,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png
Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,113.3333333,Psychic-Steel,1.280373832,22,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png
Lunala,Psychic,Ghost,680,137,113,89,137,107,97,113.3333333,Psychic-Ghost,1.269662921,22,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png
Nihilego,Rock,Poison,570,109,53,47,127,131,103,95,Rock-Poison,1.127659574,160,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png
Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,95,Bug-Fighting,1,160,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png
Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,95,Bug-Fighting,3.702702703,160,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png
Xurkitree,Electric,null,570,83,89,71,173,71,83,95,Electric,1.253521127,160,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png
Celesteela,Steel,Flying,570,97,101,103,107,101,61,95,Steel-Flying,0.980582524,160,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png
Kartana,Grass,Steel,570,59,181,131,59,31,109,95,Grass-Steel,1.381679389,160,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png
Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,95,Dark-Dragon,1.905660377,160,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png
Necrozma,Psychic,null,600,97,107,101,127,89,79,100,Psychic,1.059405941,70,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png
Necrozma  Dusk  Mane  Necrozma,Psychic,Steel,680,97,157,127,113,109,77,113.3333333,Psychic-Steel,1.236220472,22,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png
Necrozma  Dawn  Wings  Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,113.3333333,Psychic-Ghost,1.036697248,22,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png
Ultra  Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,125.6666667,Psychic-Dragon,1.721649485,7,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png
Magearna,Steel,Fairy,600,80,95,115,130,115,65,100,Steel-Fairy,0.826086957,70,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png
Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,100,Fighting-Ghost,1.5625,70,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png
Poipole,Poison,null,420,67,73,67,73,67,73,70,Poison,1.089552239,697,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png
Naganadel,Poison,Dragon,540,73,73,73,127,73,121,90,Poison-Dragon,1,206,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png
Stakataka,Rock,Steel,570,61,131,211,53,101,13,95,Rock-Steel,0.620853081,160,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png
Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,95,Fire-Ghost,2.396226415,160,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png
Zeraora,Electric,null,600,88,112,75,102,80,143,100,Electric,1.493333333,70,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png
Meltan,Steel,null,300,46,65,65,55,35,34,50,Steel,1,1012,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png
Melmetal,Steel,null,600,135,143,143,80,65,34,100,Steel,1,70,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png
Grookey,Grass,null,310,50,65,50,40,40,65,51.66666667,Grass,1.3,960,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png
Thwackey,Grass,null,420,70,85,70,55,60,80,70,Grass,1.214285714,697,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png
Rillaboom,Grass,null,530,100,125,90,60,70,85,88.33333333,Grass,1.388888889,235,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png
Scorbunny,Fire,null,310,50,71,40,40,40,69,51.66666667,Fire,1.775,960,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png
Raboot,Fire,null,420,65,86,60,55,60,94,70,Fire,1.433333333,697,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png
Cinderace,Fire,null,530,80,116,75,65,75,119,88.33333333,Fire,1.546666667,235,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png
Sobble,Water,null,310,50,40,40,70,40,70,51.66666667,Water,1,960,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png
Drizzile,Water,null,420,65,60,55,95,55,90,70,Water,1.090909091,697,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png
Inteleon,Water,null,530,70,85,65,125,65,120,88.33333333,Water,1.307692308,235,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png
Skwovet,Normal,null,275,70,55,55,35,35,25,45.83333333,Normal,1,1089,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png
Greedent,Normal,null,460,120,95,95,55,75,20,76.66666667,Normal,1,598,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png
Rookidee,Flying,null,245,38,47,35,33,35,57,40.83333333,Flying,1.342857143,1141,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png
Corvisquire,Flying,null,365,68,67,55,43,55,77,60.83333333,Flying,1.218181818,823,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png
Corviknight,Flying,Steel,495,98,87,105,53,85,67,82.5,Flying-Steel,0.828571429,408,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png
Blipbug,Bug,null,180,25,20,20,25,45,45,30,Bug,1,1192,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png
Dottler,Bug,Psychic,335,50,35,80,50,90,30,55.83333333,Bug-Psychic,0.4375,879,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png
Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,84.16666667,Bug-Psychic,0.409090909,347,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png
Nickit,Dark,null,245,40,28,28,47,52,50,40.83333333,Dark,1,1141,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png
Thievul,Dark,null,455,70,58,58,87,92,90,75.83333333,Dark,1,618,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png
Gossifleur,Grass,null,250,40,40,60,40,60,10,41.66666667,Grass,0.666666667,1132,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png
Eldegoss,Grass,null,460,60,50,90,80,120,60,76.66666667,Grass,0.555555556,598,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png
Wooloo,Normal,null,270,42,40,55,40,45,48,45,Normal,0.727272727,1098,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png
Dubwool,Normal,null,490,72,80,100,60,90,88,81.66666667,Normal,0.8,434,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png
Chewtle,Water,null,284,50,64,50,38,38,44,47.33333333,Water,1.28,1073,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png
Drednaw,Water,Rock,485,90,115,90,48,68,74,80.83333333,Water-Rock,1.277777778,479,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png
Yamper,Electric,null,270,59,45,50,40,50,26,45,Electric,0.9,1098,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png
Boltund,Electric,null,490,69,90,60,90,60,121,81.66666667,Electric,1.5,434,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png
Rolycoly,Rock,null,240,30,40,50,40,50,30,40,Rock,0.8,1150,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png
Carkol,Rock,Fire,410,80,60,90,60,70,50,68.33333333,Rock-Fire,0.666666667,733,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png
Coalossal,Rock,Fire,510,110,80,120,80,90,30,85,Rock-Fire,0.666666667,320,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png
Applin,Grass,Dragon,260,40,40,80,40,40,20,43.33333333,Grass-Dragon,0.5,1119,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png
Flapple,Grass,Dragon,485,70,110,80,95,60,70,80.83333333,Grass-Dragon,1.375,479,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png
Appletun,Grass,Dragon,485,110,85,80,100,80,30,80.83333333,Grass-Dragon,1.0625,479,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png
Silicobra,Ground,null,315,52,57,75,35,50,46,52.5,Ground,0.76,947,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png
Sandaconda,Ground,null,510,72,107,125,65,70,71,85,Ground,0.856,320,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png
Cramorant,Flying,Water,475,70,85,55,85,95,85,79.16666667,Flying-Water,1.545454545,545,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png
Arrokuda,Water,null,280,41,63,40,40,30,66,46.66666667,Water,1.575,1075,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png
Barraskewda,Water,null,490,61,123,60,60,50,136,81.66666667,Water,2.05,434,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png
Toxel,Electric,Poison,242,40,38,35,54,35,40,40.33333333,Electric-Poison,1.085714286,1149,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png
Toxtricity  Amped  Form,Electric,Poison,502,75,98,70,114,70,75,83.66666667,Electric-Poison,1.4,362,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png
Toxtricity  Low  Key  Form,Electric,Poison,502,75,98,70,114,70,75,83.66666667,Electric-Poison,1.4,362,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png
Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,50.83333333,Fire-Bug,1.444444444,988,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png
Centiskorch,Fire,Bug,525,100,115,65,90,90,65,87.5,Fire-Bug,1.769230769,265,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png
Clobbopus,Fighting,null,310,50,68,60,50,50,32,51.66666667,Fighting,1.133333333,960,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png
Grapploct,Fighting,null,480,80,118,90,70,80,42,80,Fighting,1.311111111,512,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png
Sinistea,Ghost,null,308,40,45,45,74,54,50,51.33333333,Ghost,1,981,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png
Polteageist,Ghost,null,508,60,65,65,134,114,70,84.66666667,Ghost,1,342,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png
Hatenna,Psychic,null,265,42,30,45,56,53,39,44.16666667,Psychic,0.666666667,1109,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png
Hattrem,Psychic,null,370,57,40,65,86,73,49,61.66666667,Psychic,0.615384615,816,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png
Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,85,Psychic-Fairy,0.947368421,320,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png
Impidimp,Dark,Fairy,265,45,45,30,55,40,50,44.16666667,Dark-Fairy,1.5,1109,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png
Morgrem,Dark,Fairy,370,65,60,45,75,55,70,61.66666667,Dark-Fairy,1.333333333,816,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png
Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,85,Dark-Fairy,1.846153846,320,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png
Obstagoon,Dark,Normal,520,93,90,101,60,81,95,86.66666667,Dark-Normal,0.891089109,290,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png
Perrserker,Steel,null,440,70,110,100,50,60,50,73.33333333,Steel,1.1,652,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png
Cursola,Ghost,null,510,60,95,50,145,130,30,85,Ghost,1.9,320,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png
Sirfetch'd,Fighting,null,507,62,135,95,68,82,65,84.5,Fighting,1.421052632,344,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png
Mr.  Rime,Ice,Psychic,520,80,85,75,110,100,70,86.66666667,Ice-Psychic,1.133333333,290,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png
Runerigus,Ground,Ghost,483,58,95,145,50,105,30,80.5,Ground-Ghost,0.655172414,503,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png
Milcery,Fairy,null,270,45,40,40,50,61,34,45,Fairy,1,1098,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png
Alcremie,Fairy,null,495,65,60,75,110,121,64,82.5,Fairy,0.8,408,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png
Falinks,Fighting,null,470,65,100,100,70,60,75,78.33333333,Fighting,1,568,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png
Pincurchin,Electric,null,435,48,101,95,91,85,15,72.5,Electric,1.063157895,666,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png
Snom,Ice,Bug,185,30,25,35,45,30,20,30.83333333,Ice-Bug,0.714285714,1191,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png
Frosmoth,Ice,Bug,475,70,65,60,125,90,65,79.16666667,Ice-Bug,1.083333333,545,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png
Stonjourner,Rock,null,470,100,125,135,20,20,70,78.33333333,Rock,0.925925926,568,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png
Eiscue  Ice  Face,Ice,null,470,75,80,110,65,90,50,78.33333333,Ice,0.727272727,568,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png
Eiscue  Noice  Face,Ice,null,470,75,80,70,65,50,130,78.33333333,Ice,1.142857143,568,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png
Indeedee  Male,Psychic,Normal,475,60,65,55,105,95,95,79.16666667,Psychic-Normal,1.181818182,545,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png
Indeedee  Female,Psychic,Normal,475,70,55,65,95,105,85,79.16666667,Psychic-Normal,0.846153846,545,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png
Morpeko  Full  Belly  Mode,Electric,Dark,436,58,95,58,70,58,97,72.66666667,Electric-Dark,1.637931034,664,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png
Morpeko  Hangry  Mode,Electric,Dark,436,58,95,58,70,58,97,72.66666667,Electric-Dark,1.637931034,664,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png
Cufant,Steel,null,330,72,80,49,40,49,40,55,Steel,1.632653061,892,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png
Copperajah,Steel,null,500,122,130,69,80,69,30,83.33333333,Steel,1.884057971,365,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png
Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,84.16666667,Electric-Dragon,1.111111111,347,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png
Arctozolt,Electric,Ice,505,90,100,90,90,80,55,84.16666667,Electric-Ice,1.111111111,347,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png
Dracovish,Water,Dragon,505,90,90,100,70,80,75,84.16666667,Water-Dragon,0.9,347,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png
Arctovish,Water,Ice,505,90,90,100,80,90,55,84.16666667,Water-Ice,0.9,347,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png
Duraludon,Steel,Dragon,535,70,95,115,120,50,85,89.16666667,Steel-Dragon,0.826086957,217,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png
Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,45,Dragon-Ghost,2,1098,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png
Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,68.33333333,Dragon-Ghost,1.6,733,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png
Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,100,Dragon-Ghost,1.6,70,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png
Zacian  Hero of  Many  Battles,Fairy,null,660,92,120,115,80,115,138,110,Fairy,1.043478261,49,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png
